MSN,StateCode,Year,Data
NNTCB,CA,1972,2303562.227
HYTCB,CA,1972,329587.0651
NNTCB,NM,1972,311896.837
ELISB,CA,1972,279958.3085
PMTCB,AZ,1972,261042.4664
NNTCB,AZ,1972,241355.3408
PMTCB,NM,1972,173829.7547
BMTCB,CA,1972,127646.2927
CLTCB,NM,1972,123807.06
HYTCB,AZ,1972,70406.32015
BMTCB,TX,1972,58945.01261
CLTCB,TX,1972,50140.23599
CLTCB,CA,1972,47451.94713
NUETB,CA,1972,34266.3591
ELISB,AZ,1972,31742.43064
GETCB,CA,1972,15078.55931
HYTCB,TX,1972,8614.71531
CLTCB,AZ,1972,7522.79594
BMTCB,AZ,1972,4782.42417
BMTCB,NM,1972,4535.82072
HYTCB,NM,1972,209.68694
ELNIB,CA,1972,0
ELNIB,NM,1972,0
GETCB,AZ,1972,0
GETCB,NM,1972,0
GETCB,TX,1972,0
NUETB,AZ,1972,0
NUETB,NM,1972,0
NUETB,TX,1972,0
SOTCB,AZ,1972,0
SOTCB,CA,1972,0
SOTCB,NM,1972,0
SOTCB,TX,1972,0
WYTCB,AZ,1972,0
WYTCB,CA,1972,0
WYTCB,NM,1972,0
WYTCB,TX,1972,0
ELNIB,AZ,1972,-452.20962
ELNIB,TX,1972,-732.1009
ELISB,TX,1972,-20970.09888
ELISB,NM,1972,-112440.3238
NNTCB,TX,1971,4482575.729
PMTCB,CA,1971,2672183.315
PMTCB,TX,1971,2544152.252
NNTCB,CA,1971,2265324.458
HYTCB,CA,1971,408829.5457
NNTCB,NM,1971,291725.7888
NNTCB,AZ,1971,225898.1239
PMTCB,AZ,1971,221181.827
ELISB,CA,1971,204031.6166
PMTCB,NM,1971,157148.5416
CLTCB,NM,1971,120695.1121
BMTCB,CA,1971,119221.2029
HYTCB,AZ,1971,69609.84906
BMTCB,TX,1971,51251.00553
CLTCB,CA,1971,51014.75909
NUETB,CA,1971,38137.4837
ELISB,AZ,1971,24285.1272
CLTCB,TX,1971,24047.85711
HYTCB,TX,1971,9219.70746
CLTCB,AZ,1971,8875.93953
GETCB,CA,1971,5739.34546
BMTCB,NM,1971,4679.22274
BMTCB,AZ,1971,4526.40288
HYTCB,NM,1971,285.4312
ELNIB,NM,1971,0
GETCB,AZ,1971,0
GETCB,NM,1971,0
GETCB,TX,1971,0
NUETB,AZ,1971,0
NUETB,NM,1971,0
NUETB,TX,1971,0
SOTCB,AZ,1971,0
SOTCB,CA,1971,0
SOTCB,NM,1971,0
SOTCB,TX,1971,0
WYTCB,AZ,1971,0
WYTCB,CA,1971,0
WYTCB,NM,1971,0
WYTCB,TX,1971,0
ELNIB,CA,1971,-37.17292
ELNIB,AZ,1971,-206.5199
ELNIB,TX,1971,-552.1527
ELISB,TX,1971,-5349.13619
ELISB,NM,1971,-104940.5543
NNTCB,TX,1970,4203877.355
PMTCB,CA,1970,2518242.369
PMTCB,TX,1970,2469057.693
NNTCB,CA,1970,2241295.478
HYTCB,CA,1970,399628.0481
NNTCB,NM,1970,292521.9324
PMTCB,AZ,1970,213266.2588
NNTCB,AZ,1970,204382.7089
PMTCB,NM,1970,155818.5652
ELISB,CA,1970,137180.0929
BMTCB,CA,1970,116838.7983
CLTCB,NM,1970,99380.42098
HYTCB,AZ,1970,64579.78217
CLTCB,CA,1970,61811.50474
BMTCB,TX,1970,52206.96065
NUETB,CA,1970,34375.38659
CLTCB,TX,1970,30766.97153
ELISB,AZ,1970,25352.87314
ELISB,TX,1970,14504.62879
HYTCB,TX,1970,10549.85956
CLTCB,AZ,1970,8622.9298
GETCB,CA,1970,5511.2704
BMTCB,NM,1970,4857.5794
BMTCB,AZ,1970,4339.3804
HYTCB,NM,1970,690.03297
ELNIB,NM,1970,0
GETCB,AZ,1970,0
GETCB,NM,1970,0
GETCB,TX,1970,0
NUETB,AZ,1970,0
NUETB,NM,1970,0
NUETB,TX,1970,0
SOTCB,AZ,1970,0
SOTCB,CA,1970,0
SOTCB,NM,1970,0
SOTCB,TX,1970,0
WYTCB,AZ,1970,0
WYTCB,CA,1970,0
WYTCB,NM,1970,0
WYTCB,TX,1970,0
ELNIB,CA,1970,-36.7152
ELNIB,AZ,1970,-175.27362
ELNIB,TX,1970,-415.9752
ELISB,NM,1970,-94498.26936
NNTCB,TX,1969,4024716.694
PMTCB,CA,1969,2472895.087
PMTCB,TX,1969,2404529.562
NNTCB,CA,1969,2189883.373
HYTCB,CA,1969,422243.4716
NNTCB,NM,1969,276591.1838
NNTCB,AZ,1969,210332.0103
PMTCB,AZ,1969,201346.9758
PMTCB,NM,1969,147231.5875
BMTCB,CA,1969,116252.6616
ELISB,CA,1969,76757.22842
HYTCB,AZ,1969,63450.93827
CLTCB,CA,1969,60030.64937
BMTCB,TX,1969,51072.6541
CLTCB,NM,1969,50225.64624
NUETB,CA,1969,27127.08075
CLTCB,TX,1969,25141.17685
HYTCB,TX,1969,13278.80561
ELISB,AZ,1969,10428.52018
CLTCB,AZ,1969,8381.44702
GETCB,CA,1969,6421.87537
BMTCB,NM,1969,5014.25154
BMTCB,AZ,1969,4389.1241
ELISB,TX,1969,1989.91929
HYTCB,NM,1969,667.5633
ELNIB,CA,1969,0
ELNIB,NM,1969,0
GETCB,AZ,1969,0
GETCB,NM,1969,0
GETCB,TX,1969,0
NUETB,AZ,1969,0
NUETB,NM,1969,0
NUETB,TX,1969,0
SOTCB,AZ,1969,0
SOTCB,CA,1969,0
SOTCB,NM,1969,0
SOTCB,TX,1969,0
WYTCB,AZ,1969,0
WYTCB,CA,1969,0
WYTCB,NM,1969,0
WYTCB,TX,1969,0
ELNIB,AZ,1969,-150.35967
ELNIB,TX,1969,-449.10007
ELISB,NM,1969,-50513.79458
NNTCB,TX,1968,3836858.984
PMTCB,CA,1968,2418015.338
PMTCB,TX,1968,2208741.191
NNTCB,CA,1968,2187259.755
NNTCB,NM,1968,286329.4875
HYTCB,CA,1968,282560.503
NNTCB,AZ,1968,189964.9013
PMTCB,AZ,1968,188614.2228
PMTCB,NM,1968,143579.7029
BMTCB,CA,1968,110273.6937
HYTCB,AZ,1968,59309.14887
CLTCB,CA,1968,57010.63322
ELISB,CA,1968,52801.58186
BMTCB,TX,1968,49148.74211
CLTCB,NM,1968,42971.21264
CLTCB,TX,1968,24996.16792
NUETB,CA,1968,17003.40842
HYTCB,TX,1968,13790.12914
CLTCB,AZ,1968,8137.1679
ELISB,AZ,1968,6104.23497
BMTCB,NM,1968,5259.08546
GETCB,CA,1968,4531.71875
BMTCB,AZ,1968,4147.20373
HYTCB,NM,1968,446.50052
ELNIB,CA,1968,0
ELNIB,NM,1968,0
GETCB,AZ,1968,0
GETCB,NM,1968,0
GETCB,TX,1968,0
NUETB,AZ,1968,0
NUETB,NM,1968,0
NUETB,TX,1968,0
SOTCB,AZ,1968,0
SOTCB,CA,1968,0
SOTCB,NM,1968,0
SOTCB,TX,1968,0
WYTCB,AZ,1968,0
WYTCB,CA,1968,0
WYTCB,NM,1968,0
WYTCB,TX,1968,0
ELNIB,AZ,1968,-128.67007
ELNIB,TX,1968,-342.77976
ELISB,TX,1968,-1663.59299
ELISB,NM,1968,-42211.7256
NNTCB,TX,1967,3638596.329
PMTCB,CA,1967,2264444.013
PMTCB,TX,1967,2050993.719
NNTCB,CA,1967,2048733.968
HYTCB,CA,1967,368007.4733
NNTCB,NM,1967,280382.0128
NNTCB,AZ,1967,169085.3661
PMTCB,AZ,1967,167968.5108
PMTCB,NM,1967,126007.8077
BMTCB,CA,1967,101884.788
CLTCB,CA,1967,53948.98003
HYTCB,AZ,1967,52242.53798
CLTCB,NM,1967,44142.63596
BMTCB,TX,1967,43900.74682
CLTCB,TX,1967,23523.05369
ELISB,AZ,1967,13962.97118
CLTCB,AZ,1967,7183.65905
ELISB,CA,1967,6948.11481
NUETB,CA,1967,6502.68025
HYTCB,TX,1967,6043.41408
BMTCB,NM,1967,5311.94572
BMTCB,AZ,1967,4180.13105
GETCB,CA,1967,3299.73549
HYTCB,NM,1967,366.53875
ELNIB,CA,1967,0
ELNIB,NM,1967,0
GETCB,AZ,1967,0
GETCB,NM,1967,0
GETCB,TX,1967,0
NUETB,AZ,1967,0
NUETB,NM,1967,0
NUETB,TX,1967,0
SOTCB,AZ,1967,0
SOTCB,CA,1967,0
SOTCB,NM,1967,0
SOTCB,TX,1967,0
WYTCB,AZ,1967,0
WYTCB,CA,1967,0
WYTCB,NM,1967,0
WYTCB,TX,1967,0
ELNIB,AZ,1967,-116.33999
ELNIB,TX,1967,-335.2952
ELISB,TX,1967,-8343.01766
ELISB,NM,1967,-48421.10944
NNTCB,TX,1966,3404262.302
PMTCB,CA,1966,2232322.323
PMTCB,TX,1966,1989268.262
NNTCB,CA,1966,1982304.88
HYTCB,CA,1966,273246.5965
NNTCB,NM,1966,247389.808
NNTCB,AZ,1966,174447.576
PMTCB,AZ,1966,159353.1301
PMTCB,NM,1966,126910.6977
BMTCB,CA,1966,100672.5268
HYTCB,AZ,1966,54380.45399
CLTCB,CA,1966,51515.03837
BMTCB,TX,1966,43784.76569
CLTCB,NM,1966,37028.96093
CLTCB,TX,1966,27843.51254
ELISB,CA,1966,14027.17346
HYTCB,TX,1966,8195.3552
CLTCB,AZ,1966,7372.74514
BMTCB,NM,1966,5503.67683
ELISB,AZ,1966,4462.91435
BMTCB,AZ,1966,3679.36818
GETCB,CA,1966,1957.89502
NUETB,CA,1966,1895.46722
HYTCB,NM,1966,705.83497
ELNIB,CA,1966,0
ELNIB,NM,1966,0
GETCB,AZ,1966,0
GETCB,NM,1966,0
GETCB,TX,1966,0
NUETB,AZ,1966,0
NUETB,NM,1966,0
NUETB,TX,1966,0
SOTCB,AZ,1966,0
SOTCB,CA,1966,0
SOTCB,NM,1966,0
SOTCB,TX,1966,0
WYTCB,AZ,1966,0
WYTCB,CA,1966,0
WYTCB,NM,1966,0
WYTCB,TX,1966,0
ELNIB,AZ,1966,-103.80942
ELNIB,TX,1966,-307.15466
ELISB,TX,1966,-5246.48122
ELISB,NM,1966,-40994.13769
NNTCB,TX,1965,3181455.854
PMTCB,CA,1965,2098227.899
PMTCB,TX,1965,1908986.256
NNTCB,CA,1965,1813213.342
HYTCB,CA,1965,319052.1299
NNTCB,NM,1965,224252.552
NNTCB,AZ,1965,166063.384
PMTCB,AZ,1965,145912.6723
PMTCB,NM,1965,128634.6856
BMTCB,CA,1965,97487.844
CLTCB,CA,1965,63692.80664
HYTCB,AZ,1965,46399.81125
CLTCB,NM,1965,44277.1291
BMTCB,TX,1965,41195.86221
CLTCB,TX,1965,29182.3709
HYTCB,TX,1965,7770.917
CLTCB,AZ,1965,7030.44355
ELISB,AZ,1965,6384.18716
BMTCB,NM,1965,5626.92142
BMTCB,AZ,1965,3695.21696
NUETB,CA,1965,3192.78133
GETCB,CA,1965,1977.85394
HYTCB,NM,1965,447.98422
ELNIB,NM,1965,0
GETCB,AZ,1965,0
GETCB,NM,1965,0
GETCB,TX,1965,0
NUETB,AZ,1965,0
NUETB,NM,1965,0
NUETB,TX,1965,0
SOTCB,AZ,1965,0
SOTCB,CA,1965,0
SOTCB,NM,1965,0
SOTCB,TX,1965,0
WYTCB,AZ,1965,0
WYTCB,CA,1965,0
WYTCB,NM,1965,0
WYTCB,TX,1965,0
ELNIB,CA,1965,-10.11317
ELNIB,AZ,1965,-97.42181
ELNIB,TX,1965,-280.09074
ELISB,CA,1965,-2703.30141
ELISB,TX,1965,-10387.18095
ELISB,NM,1965,-49400.80074
NNTCB,TX,1964,3040491.913
PMTCB,CA,1964,2036424.07
PMTCB,TX,1964,1870340.337
NNTCB,CA,1964,1817240.67
HYTCB,CA,1964,231188.2433
NNTCB,NM,1964,226697.344
NNTCB,AZ,1964,174623
PMTCB,AZ,1964,147656.9144
PMTCB,NM,1964,126464.9774
BMTCB,CA,1964,98436.28025
CLTCB,CA,1964,53722.75475
BMTCB,TX,1964,39136.42295
CLTCB,NM,1964,31270.83576
HYTCB,AZ,1964,30181.71918
CLTCB,TX,1964,26231.64422
CLTCB,AZ,1964,9102.72547
BMTCB,NM,1964,6200.87713
HYTCB,TX,1964,4747.83345
NUETB,CA,1964,4368.91659
ELISB,AZ,1964,4277.6958
BMTCB,AZ,1964,4089.10173
GETCB,CA,1964,2132.06144
HYTCB,NM,1964,98.72989
ELNIB,NM,1964,0
GETCB,AZ,1964,0
GETCB,NM,1964,0
GETCB,TX,1964,0
NUETB,AZ,1964,0
NUETB,NM,1964,0
NUETB,TX,1964,0
SOTCB,AZ,1964,0
SOTCB,CA,1964,0
SOTCB,NM,1964,0
SOTCB,TX,1964,0
WYTCB,AZ,1964,0
WYTCB,CA,1964,0
WYTCB,NM,1964,0
WYTCB,TX,1964,0
ELNIB,CA,1964,-79.74526
ELNIB,AZ,1964,-86.51979
ELNIB,TX,1964,-440.39629
ELISB,CA,1964,-14844.66322
ELISB,NM,1964,-24211.1063
ELISB,TX,1964,-31052.27265
NNTCB,TX,1963,3044427.711
PMTCB,CA,1963,1924058.273
PMTCB,TX,1963,1755830.044
NNTCB,CA,1963,1623369.503
HYTCB,CA,1963,265551.1897
NNTCB,NM,1963,239910.808
NNTCB,AZ,1963,169532.724
PMTCB,AZ,1963,144419.0982
PMTCB,NM,1963,118502.6722
BMTCB,CA,1963,93021.63734
CLTCB,CA,1963,46127.33651
BMTCB,TX,1963,37708.94855
HYTCB,AZ,1963,30833.67301
CLTCB,TX,1963,19173.18137
CLTCB,NM,1963,15765.31177
CLTCB,AZ,1963,8432.01905
BMTCB,NM,1963,6012.20356
HYTCB,TX,1963,5008.91804
BMTCB,AZ,1963,4027.53031
NUETB,CA,1963,2287.60522
GETCB,CA,1963,1760.48335
HYTCB,NM,1963,456.59592
ELNIB,NM,1963,0
GETCB,AZ,1963,0
GETCB,NM,1963,0
GETCB,TX,1963,0
NUETB,AZ,1963,0
NUETB,NM,1963,0
NUETB,TX,1963,0
SOTCB,AZ,1963,0
SOTCB,CA,1963,0
SOTCB,NM,1963,0
SOTCB,TX,1963,0
WYTCB,AZ,1963,0
WYTCB,CA,1963,0
WYTCB,NM,1963,0
WYTCB,TX,1963,0
ELNIB,AZ,1963,-78.34054
ELNIB,TX,1963,-578.27665
ELNIB,CA,1963,-1518.81802
ELISB,AZ,1963,-8686.13176
ELISB,NM,1963,-9589.36366
ELISB,CA,1963,-22652.35466
ELISB,TX,1963,-24622.38172
NNTCB,TX,1962,2959562.835
PMTCB,CA,1962,1881335.98
PMTCB,TX,1962,1651700.33
NNTCB,CA,1962,1483423.065
NNTCB,NM,1962,247089.69
HYTCB,CA,1962,241087.4163
NNTCB,AZ,1962,163460.655
PMTCB,AZ,1962,135914.9555
PMTCB,NM,1962,115309.1271
BMTCB,CA,1962,86897.65269
CLTCB,CA,1962,39681.01509
BMTCB,TX,1962,39275.11374
HYTCB,AZ,1962,30861.24516
CLTCB,TX,1962,20582.13241
HYTCB,TX,1962,8446.13605
CLTCB,AZ,1962,6290.98311
BMTCB,NM,1962,6119.23528
ELISB,NM,1962,5036.21492
BMTCB,AZ,1962,3672.12878
CLTCB,NM,1962,2450.69669
GETCB,CA,1962,1060.6778
HYTCB,NM,1962,672.22786
NUETB,CA,1962,83.84509
ELNIB,NM,1962,0
GETCB,AZ,1962,0
GETCB,NM,1962,0
GETCB,TX,1962,0
NUETB,AZ,1962,0
NUETB,NM,1962,0
NUETB,TX,1962,0
SOTCB,AZ,1962,0
SOTCB,CA,1962,0
SOTCB,NM,1962,0
SOTCB,TX,1962,0
WYTCB,AZ,1962,0
WYTCB,CA,1962,0
WYTCB,NM,1962,0
WYTCB,TX,1962,0
ELNIB,AZ,1962,-70.00844
ELNIB,TX,1962,-357.47773
ELNIB,CA,1962,-1560.03341
ELISB,CA,1962,-5884.1243
ELISB,AZ,1962,-15044.71745
ELISB,TX,1962,-20702.86418
NNTCB,TX,1961,2831992.875
PMTCB,CA,1961,1894758.692
PMTCB,TX,1961,1572252.495
NNTCB,CA,1961,1400173.875
NNTCB,NM,1961,218948.04
HYTCB,CA,1961,163670.0923
NNTCB,AZ,1961,159092.955
PMTCB,AZ,1961,126909.3727
PMTCB,NM,1961,107688.0542
BMTCB,CA,1961,83506.10889
CLTCB,CA,1961,59106.44867
BMTCB,TX,1961,38880.11404
HYTCB,AZ,1961,31245.74745
CLTCB,TX,1961,18203.31918
HYTCB,TX,1961,13142.739
ELISB,CA,1961,10118.88016
BMTCB,NM,1961,6383.18415
BMTCB,AZ,1961,3836.9629
ELISB,NM,1961,3826.22487
CLTCB,NM,1961,3302.62315
GETCB,CA,1961,1001.32365
HYTCB,NM,1961,553.3314
CLTCB,AZ,1961,210.66932
NUETB,CA,1961,55.27264
ELNIB,NM,1961,0
GETCB,AZ,1961,0
GETCB,NM,1961,0
GETCB,TX,1961,0
NUETB,AZ,1961,0
NUETB,NM,1961,0
NUETB,TX,1961,0
SOTCB,AZ,1961,0
SOTCB,CA,1961,0
SOTCB,NM,1961,0
SOTCB,TX,1961,0
WYTCB,AZ,1961,0
WYTCB,CA,1961,0
WYTCB,NM,1961,0
WYTCB,TX,1961,0
ELNIB,AZ,1961,-48.54491
ELNIB,TX,1961,-356.24078
ELNIB,CA,1961,-1500.84753
ELISB,TX,1961,-9754.51779
ELISB,AZ,1961,-16277.01415
NNTCB,TX,1960,2815482.555
PMTCB,CA,1960,1838667.342
PMTCB,TX,1960,1551953.947
NNTCB,CA,1960,1301826.105
NNTCB,NM,1960,207301.185
HYTCB,CA,1960,187704.519
NNTCB,AZ,1960,140274.585
PMTCB,AZ,1960,121479.9737
PMTCB,NM,1960,107204.5834
BMTCB,CA,1960,82097.53052
BMTCB,TX,1960,38296.32121
CLTCB,CA,1960,35903.06676
HYTCB,AZ,1960,32168.50488
CLTCB,TX,1960,24973.50023
HYTCB,TX,1960,11858.66056
BMTCB,NM,1960,6627.60303
ELISB,CA,1960,6480.48577
CLTCB,NM,1960,4064.49554
BMTCB,AZ,1960,4012.94849
ELISB,NM,1960,3076.95611
HYTCB,NM,1960,745.4528
GETCB,CA,1960,359.03968
CLTCB,AZ,1960,209.57935
NUETB,CA,1960,0.51168
ELNIB,NM,1960,0
GETCB,AZ,1960,0
GETCB,NM,1960,0
GETCB,TX,1960,0
NUETB,AZ,1960,0
NUETB,NM,1960,0
NUETB,TX,1960,0
SOTCB,AZ,1960,0
SOTCB,CA,1960,0
SOTCB,NM,1960,0
SOTCB,TX,1960,0
WYTCB,AZ,1960,0
WYTCB,CA,1960,0
WYTCB,NM,1960,0
WYTCB,TX,1960,0
ELNIB,AZ,1960,-51.12711
ELNIB,TX,1960,-598.34896
ELNIB,CA,1960,-1363.42483
ELISB,TX,1960,-9853.30726
ELISB,AZ,1960,-14965.75194
