introduction,StateCode,Year,Data
Biomass ,TX,1961,38880.11404
Biomass ,TX,1960,38296.32121
All petroleum products,AZ,2009,520822.3276
All petroleum products,AZ,2008,558536.401
All petroleum products,AZ,2007,580019.9936
All petroleum products,AZ,2006,587686.7271
All petroleum products,AZ,2005,577544.9484
All petroleum products,AZ,2004,561745.9898
All petroleum products,AZ,2003,535979.3851
All petroleum products,AZ,2002,528326.3893
All petroleum products,AZ,2001,516191.9297
All petroleum products,AZ,2000,511434.6574
All petroleum products,AZ,1999,503230.1169
All petroleum products,AZ,1998,476947.1194
All petroleum products,AZ,1997,439103.1702
All petroleum products,AZ,1996,438119.6909
All petroleum products,AZ,1995,408050.8462
All petroleum products,AZ,1994,388406.4975
All petroleum products,AZ,1993,380705.7925
All petroleum products,AZ,1992,365139.4944
All petroleum products,AZ,1991,354516.6107
All petroleum products,AZ,1990,347127.6117
All petroleum products,AZ,1989,352573.9256
All petroleum products,AZ,1988,347597.7577
All petroleum products,AZ,1987,341792.738
All petroleum products,AZ,1986,334481.932
All petroleum products,AZ,1985,316908.9021
All petroleum products,AZ,1984,311784.357
All petroleum products,AZ,1983,288979.7517
All petroleum products,AZ,1982,278320.8984
All petroleum products,AZ,1981,284336.8472
All petroleum products,AZ,1980,301248.1394
All petroleum products,AZ,1979,345708.0779
All petroleum products,AZ,1978,357326.6295
All petroleum products,AZ,1977,351128.1312
All petroleum products,AZ,1976,307350.1275
All petroleum products,AZ,1975,306741.7805
All petroleum products,AZ,1974,325713.2511
All petroleum products,AZ,1973,325801.3479
All petroleum products,AZ,1972,261042.4664
All petroleum products,AZ,1971,221181.827
All petroleum products,AZ,1970,213266.2588
All petroleum products,AZ,1969,201346.9758
All petroleum products,AZ,1968,188614.2228
All petroleum products,AZ,1967,167968.5108
All petroleum products,AZ,1966,159353.1301
All petroleum products,AZ,1965,145912.6723
All petroleum products,AZ,1964,147656.9144
All petroleum products,AZ,1963,144419.0982
All petroleum products,AZ,1962,135914.9555
All petroleum products,AZ,1961,126909.3727
All petroleum products,AZ,1960,121479.9737
All petroleum products,CA,2009,3508281.984
All petroleum products,CA,2008,3633299.072
All petroleum products,CA,2007,3837529.492
All petroleum products,CA,2006,3811375.082
All petroleum products,CA,2005,3785846.076
All petroleum products,CA,2004,3715937.043
All petroleum products,CA,2003,3786546.081
All petroleum products,CA,2002,3742980.24
All petroleum products,CA,2001,3623052.537
All petroleum products,CA,2000,3588427.106
All petroleum products,CA,1999,3440352.214
All petroleum products,CA,1998,3331430.849
All petroleum products,CA,1997,3308958.041
All petroleum products,CA,1996,3394747.314
All petroleum products,CA,1995,3339422.545
All petroleum products,CA,1994,3333871.829
All petroleum products,CA,1993,3189775.609
All petroleum products,CA,1992,3269464.419
All petroleum products,CA,1991,3275646.077
All petroleum products,CA,1990,3538334.141
All petroleum products,CA,1989,3595912.848
All petroleum products,CA,1988,3543721.663
All petroleum products,CA,1987,3347840.874
All petroleum products,CA,1986,3215069.316
All petroleum products,CA,1985,3148547.664
All petroleum products,CA,1984,3236869.156
All petroleum products,CA,1983,2999229.706
All petroleum products,CA,1982,2898533.746
All petroleum products,CA,1981,3243996.365
All petroleum products,CA,1980,3509565.923
All petroleum products,CA,1979,3764322.337
All petroleum products,CA,1978,3679336.907
All petroleum products,CA,1977,3633444.116
All petroleum products,CA,1976,3262549.678
All petroleum products,CA,1975,2997279.259
All petroleum products,CA,1974,2895504.507
All petroleum products,CA,1973,3070394.349
All petroleum products,CA,1972,2754233.564
All petroleum products,CA,1971,2672183.315
All petroleum products,CA,1970,2518242.369
All petroleum products,CA,1969,2472895.087
All petroleum products,CA,1968,2418015.338
All petroleum products,CA,1967,2264444.013
All petroleum products,CA,1966,2232322.323
All petroleum products,CA,1965,2098227.899
All petroleum products,CA,1964,2036424.07
All petroleum products,CA,1963,1924058.273
All petroleum products,CA,1962,1881335.98
All petroleum products,CA,1961,1894758.692
All petroleum products,CA,1960,1838667.342
All petroleum products,NM,2009,247337.7781
All petroleum products,NM,2008,261817.0261
All petroleum products,NM,2007,280359.6192
All petroleum products,NM,2006,268661.622
All petroleum products,NM,2005,257878.6477
All petroleum products,NM,2004,259259.391
All petroleum products,NM,2003,249035.2398
All petroleum products,NM,2002,245566.8232
All petroleum products,NM,2001,240520.5408
All petroleum products,NM,2000,245018.4372
All petroleum products,NM,1999,252703.2395
All petroleum products,NM,1998,242658.8393
All petroleum products,NM,1997,231646.7737
All petroleum products,NM,1996,219184.7063
All petroleum products,NM,1995,207396.4808
All petroleum products,NM,1994,224345.9994
All petroleum products,NM,1993,235903.5751
All petroleum products,NM,1992,234302.5424
All petroleum products,NM,1991,229496.1967
All petroleum products,NM,1990,211953.7876
All petroleum products,NM,1989,199725.5346
All petroleum products,NM,1988,199048.494
All petroleum products,NM,1987,197442.1381
All petroleum products,NM,1986,188993.6226
All petroleum products,NM,1985,188189.1175
All petroleum products,NM,1984,202735.4419
All petroleum products,NM,1983,208379.7986
All petroleum products,NM,1982,187679.4875
All petroleum products,NM,1981,213890.6266
All petroleum products,NM,1980,201607.1773
All petroleum products,NM,1979,214806.3198
All petroleum products,NM,1978,215295.7239
All petroleum products,NM,1977,212755.7807
All petroleum products,NM,1976,202640.213
All petroleum products,NM,1975,199651.9176
All petroleum products,NM,1974,193272.124
All petroleum products,NM,1973,191855.3056
All petroleum products,NM,1972,173829.7547
All petroleum products,NM,1971,157148.5416
All petroleum products,NM,1970,155818.5652
All petroleum products,NM,1969,147231.5875
All petroleum products,NM,1968,143579.7029
All petroleum products,NM,1967,126007.8077
All petroleum products,NM,1966,126910.6977
All petroleum products,NM,1965,128634.6856
All petroleum products,NM,1964,126464.9774
All petroleum products,NM,1963,118502.6722
All petroleum products,NM,1962,115309.1271
All petroleum products,NM,1961,107688.0542
All petroleum products,NM,1960,107204.5834
All petroleum products,TX,2009,5445681.56
All petroleum products,TX,2008,5659789.766
All petroleum products,TX,2007,6081508.397
All petroleum products,TX,2006,6090170.522
All petroleum products,TX,2005,5673554.977
All petroleum products,TX,2004,5809285.634
All petroleum products,TX,2003,5632093.503
All petroleum products,TX,2002,5582806.379
All petroleum products,TX,2001,5432867.572
All petroleum products,TX,2000,5444615.299
All petroleum products,TX,1999,5526147.446
All petroleum products,TX,1998,5595098.689
All petroleum products,TX,1997,5525091.909
All petroleum products,TX,1996,5197518.946
All petroleum products,TX,1995,4758067.021
All petroleum products,TX,1994,4764773.721
All petroleum products,TX,1993,4559547.363
All petroleum products,TX,1992,4613856.734
All petroleum products,TX,1991,4432739.065
All petroleum products,TX,1990,4407508.01
All petroleum products,TX,1989,4363099.122
All petroleum products,TX,1988,4328167.077
All petroleum products,TX,1987,4079009.458
All petroleum products,TX,1986,4023687.78
All petroleum products,TX,1985,3998788.656
All petroleum products,TX,1984,4008300.015
All petroleum products,TX,1983,3815637.758
All petroleum products,TX,1982,3802950.297
All petroleum products,TX,1981,3959216.344
All petroleum products,TX,1980,4092185.676
All petroleum products,TX,1979,4223496.704
All petroleum products,TX,1978,3889322.271
All petroleum products,TX,1977,3669061.82
All petroleum products,TX,1976,3321987.673
All petroleum products,TX,1975,3074389.529
All petroleum products,TX,1974,3140490.042
All petroleum products,TX,1973,3125948.214
All petroleum products,TX,1972,2843193.869
All petroleum products,TX,1971,2544152.252
All petroleum products,TX,1970,2469057.693
All petroleum products,TX,1969,2404529.562
All petroleum products,TX,1968,2208741.191
All petroleum products,TX,1967,2050993.719
All petroleum products,TX,1966,1989268.262
All petroleum products,TX,1965,1908986.256
All petroleum products,TX,1964,1870340.337
All petroleum products,TX,1963,1755830.044
All petroleum products,TX,1962,1651700.33
All petroleum products,TX,1961,1572252.495
All petroleum products,TX,1960,1551953.947
